"source"	"target"
"AutoFit frame width"	"Autoajustar largura do quadro"
"AutoFit height"	"Autoajustar altura"
"Autofit Text"	"Autoajustar texto"
"AutoFit width"	"Autoajustar largura"
"AutoFit width and height"	"Autoajustar largura e altura"
"AutoFormat"	"Autoformatação"
"AutoFormat"	"Autoformatar"
"AutoFormat Styles..."	"Estilos de autoformatação..."
"AutoFormat table"	"Autoformatar tabela"
"AutoFormat Table"	"Autoformatar tabela"
"AutoFormat Table Styles"	"Estilos de autoformatação de tabelas"
"AutoFormat..."	"Autoformatar..."
"AutoHorizontal"	"Auto-horizontal"
"AutoInclude"	"Incluir automaticamente"
"AutoInput"	"Autoentrada"
"AutoLength of legend lines"	"Comprimento automático da linha da legenda"
"Automatic"	"Automática"
"Automatic"	"Automático"
"automatic"	"automático"
"Automatic : %s"	"Automático : %s"
"Automatic *bold*"	"*Negrito* automático"
"Automatic *bold* and underline"	"*Negrito* e sublinhado automáticos"
"Automatic Control Focus"	"Foco automático no controle"
"Automatic Control Focus"	"Foco de controle automático"
"Automatic file name extension"	"Extensão automática do nome de arquivo"
"Automatic file name extension"	"Extensão de arquivo automática"
"Automatic Layout"	"Layout automático"
"Automatic page breaks"	"Quebras automáticas de página"
"Automatic Preview"	"Visualização automática"
"Automatic preview"	"Visualização automática"
"Automatic Row Break"	"Quebra automática de linha"
"Automatic scrolling"	"Rolagem automática"
"Automatic selection of platform/device:"	"Seleção automática de plataforma ou dispositivo:"
"Automatic Selection of Platform/Device:"	"Seleção automática de plataforma ou dispositivo:"
"Automatic Sort"	"Ordenação automática"
"Automatic Spell Checking"	"Verificação ortográfica automática"
"Automatic text alignment"	"Alinhamento de texto automático"
"Automatic Type Recognition"	"Reconhecimento automático de tipo"
"Automatic type recognition"	"Reconhecimento automático de tipo"
"Automatic type recognition"	"Reconhecimento de tipo automático"
"Automatic underline"	"Sublinhado automático"
"Automatically"	"Automática"
"Automatically"	"Automaticamente"
"Automatically add a primary key"	"Adicionar uma chave primária automaticamente"
"Automatically after"	"Automaticamente após"
"Automatically after:"	"Automaticamente após:"
"Automatically detect high contrast mode of operating system"	"Detectar automaticamente modo de alto contraste do sistema operacional"
"Automatically find column and row labels"	"Localizar rótulos de colunas e linhas automaticamente"
"Automatically save the document too"	"Salvar o documento automaticamente também"
"Automatically saved version"	"Versão salva automaticamente"
"Automatically Update"	"Atualizar automaticamente"
"Autonumbering"	"Autonumeração"
"AutoOutline"	"Autoesquema"
"AutoOutline"	"Autoesquematizar"
"AutoPilot: Address Data Source"	"Assistente: fonte de dados dos endereços"
"AutoPilot: Agenda"	"Assistente: Agenda"
"AutoPilot: Fax"	"Assistente: Fax"
"AutoPilot: Letter"	"Assistente: Carta"
"AutoPilot: Memo"	"Assistente: Memorando"
"AutoPilot: Presentation"	"Assistente: Apresentação"
"AutoPositioning of the dimension value"	"Posicionamento automático do valor da cota"
"AutoRefresh"	"Atualizar automaticamente"
"AutoRefresh Traces"	"Atualizar rastros automaticamente"
"AutoShape"	"Autoforma"
"AutoSize"	"Autodimensionar"
"AutoSize Text"	"Autodimensionar texto"
"AutoSpellcheck"	"Autoverificação ortográfica"
"AutoText"	"Autotexto"
"AutoText - Group"	"Autotexto - Agrupar"
"AutoText - Section"	"Autotexto - Seção"
"AutoText :"	"Autotexto :"
"AutoText could not be created."	"Não foi possível criar o autotexto."
"AutoText for Shortcut '%1' not found."	"O autotexto do atalho '%1' não foi encontrado."
"AutoText..."	"Autotexto..."
"Autotexts for Shortcut "	"Autotextos para o atalho "
"AutoTexts for shortcut "	"Autotextos para o atalho "
"AutoTransition"	"Transição automática"
"AutoUpdate"	"Autoatualizar"
"AutoUpdate Display"	"Autoatualizar a exibição"
"AutoValue"	"Valor automático"
"AutoVertical"	"Autovertical"
"AutoWidth"	"Largura automática"
"Autumn Leaves"	"Folhas de outono"
"Available"	"Disponível"
"Available Databases"	"Bancos de dados disponíveis"
"Available extension updates"	"Atualizações de extensões disponíveis"
"Available extension updates"	"Atualizações disponíveis"
"Available fields"	"Campos disponíveis"
"Available Fields:"	"Campos Disponíveis:"
"Available for Use"	"Disponível para utilização"
"Available language modules"	"Módulos de idioma disponíveis"
"Available language modules:"	"Módulos de idioma disponíveis:"
"Available Languages"	"Idiomas disponíveis"
"Available languages:"	"Idiomas disponíveis:"
"Available tables/ranges"	"Tabelas / Intervalos disponíveis"
"Available Tables/Ranges"	"Tabelas e Intervalos disponíveis"
"AvailableSpaces"	"EspacosDisponiveis"
"AvailSpace"	"EspDisp"
"Avar"	"Avar"
"AVEDEV"	"DESV.MÉDIO"
"Average"	"Média"
"AVERAGE"	"MÉDIA"
"AVERAGEA"	"MÉDIAA"
"AVERAGEIF"	"MÉDIASE"
"AVERAGEIFS"	"MÉDIASES"
"averagerange"	"intervalomédia"
"Averages the arguments that meet the conditions."	"Calcula a média dos argumentos que verificam as condições."
"Averages the value of the cells that meet multiple criteria in multiple ranges."	"Calcula a média dos valores das células que verificam os vários critérios nos vários intervalos."
"Avestan"	"Avéstico"
"Awaiting response to DDE connection."	"Aguardando resposta à conexão DDE."
"Axes"	"Eixos"
"Axes..."	"Eixo..."
"Axial"	"Axial"
"Axial light red/white"	"Vermelho claro/branco axial"
"Axis"	"Eixo"
"Axis between categories"	"Eixos entre categorias"
"Axis Line"	"Linha do eixo"
"Axis line"	"Linha do eixo"
"Azerbaijani Cyrillic"	"Azerbaidjano Cirílico"
"Azerbaijani Latin"	"Azerbaidjano Latino"
"B"	"B"
"B-spline"	"Spline B"
"B-Spline"	"Spline B"
"B:"	"B:"
"B4 (ISO)"	"B4 (ISO)"
"B4 (JIS)"	"B4 (JIS)"
"B5 (ISO)"	"B5 (ISO)"
"B5 (JIS)"	"B5 (JIS)"
"B6 (ISO)"	"B6 (ISO)"
"B6 (JIS)"	"B6 (JIS)"
"ba/va, ha/fa"	"ba/va, ha/fa"
"baby"	"bebê"
"baby bottle"	"mamadeira"
"baby2"	"bebê2"
"Back"	"Paratrás"
"Back"	"Verso"
"Back"	"Voltar"
"BACK 10"	"PARATRÁS 10"
"Back One"	"Voltar um"
"Back sides / left pages"	"Verso / páginas à esquerda"
"Back sides / left pages"	"Verso / páginas esquerdas"
"back|bk"	"paraTrás|pt"
"Background"	"Plano de fundo"
"Background color"	"Cor do plano de fundo"
"Background Color"	"Cor do plano de fundo"
"Background color:"	"Cor do plano de fundo"
"Background color: "	"Cor do plano de fundo: "
"Background Color..."	"Cor do plano de fundo..."
"Background fill"	"Preenchimento de plano de fundo"
"Background gradient"	"Gradiente de fundo"
"Background image:"	"Imagem do plano de fundo:"
"Background Image..."	"Imagem do plano de fundo.."
"Background images"	"Imagens de plano de fundo"
"Background objects"	"Objetos do plano de fundo"
"Background Pattern"	"Padrão do plano de fundo"
"Background settings for all pages?"	"As configurações de plano de fundo são para todas as páginas?"
"Background Transparent"	"Plano de fundo transparente"
"Background:"	"Plano de fundo:"
"Backgrounds"	"Planos de fundo"
"Backlog of dimension help line 1"	"Reserva da linha de cota auxiliar 1"
"Backlog of dimension help line 2"	"Reserva da linha de cota auxiliar 2"
"Backspace"	"Backspace"
"Backup Document"	"Backup do documento"
"Backup your Document"	"Backup de seu documento"
"Backup Your Document"	"Faça backup de seu documento"
"Backup your Document"	"Faça backup de seu documento"
"Backups"	"Backups"
"Backwards"	"Para trás"
"Backwards"	"Recuar"
"Bafia"	"Bafia"
"baggage"	"bagagem"
"baht"	"baht"
"BAHTTEXT"	"BAHTTEXT"
"Balinese"	"Balinês"
"ball"	"bola"
"balloon"	"balão"
"Balloons"	"Balões"
"Baltic (DOS/OS2-775)"	"Báltico (DOS/OS2-775)"
"Baltic (ISO-8859-4)"	"Báltico (ISO-8859-4)"
"Baltic (Windows-1257)"	"Báltico (Windows-1257)"
"Bambara"	"Bambara"
"bamboo"	"bambu"
"Bamum"	"Bamum"
"Bamum Supplement"	"Suplemento Bamum"
"banana"	"banana"
"Banded columns"	"Colunas coloridas"
"Banded Columns"	"Colunas coloridas"
"Banded rows"	"Linhas coloridas"
"Banded Rows"	"Linhas coloridas"
"Banding cell"	"Célula colorida"
"bank"	"banco"
"Bar"	"Barra"
"Bar Colors"	"Cores da barra"
"Bar Lengths"	"Comprimentos das barras"
"Bar Width"	"Largura da barra"
"barber"	"barbearia"
"Barcode"	"Código de barras"
"BarcodeNo"	"NoCodBarras"
"BarcodeNumber"	"NumeroCodigoBarras"
"barrierlow"	"barreirainferior"
"barriertype"	"tipobarreira"
"barrierup"	"barreirasuperior"
"Base"	"Base"
"BASE"	"BASE"
"Base at Bottom"	"Base embaixo"
"Base at Top"	"Base em cima"
"Base Database"	"Banco de dados Base"
"Base Database"	"Banco de dados do Base"
"Base DN"	"Base DN"
"Base DN:"	"Base DN:"
"Base field"	"Campo base"
"Base field:"	"Campo base:"
"Base in Middle"	"Base no meio"
"Base item"	"Item base"
"Base item:"	"Item base:"
"Base line"	"Linha de base"
"Base line at bottom"	"Linha base embaixo"
"Base line at top"	"Linha base em cima"
"Base line centered"	"Linha base centralizada"
"Base point:"	"Ponto de base:"
"Base size"	"Tamanho base"
"Base size:"	"Tamanho base:"
"Base text "	"Texto base "
"Base: Data View"	"Base: Vista de dados"
"Base: Database Form"	"Base: Formulário de banco de dados"
"Base: Oracle Report Builder"	"Base: Criador de relatórios Oracle"
"Base: Query Design"	"Base: Editor de consulta"
"Base: Relation Design"	"Base: Editor de relações"
"Base: Report Design"	"Base: Editor de relatórios"
"Base: Table Data View"	"Base: Vista de dados da tabela"
"Base: Table Design"	"Base: Editor de tabela"
"Base: View Design"	"Base: Editor de vistas"
"baseball"	"beisebol"
"BASIC"	"BASIC"
"Basic"	"Básicas"
"Basic"	"Básico"
"Basic Arabic"	"Árabe básico"
"BASIC Dialog"	"Caixa de diálogo do BASIC"
"Basic Fonts (%1)"	"Fontes básicas (%1)"
"Basic fonts (%1)"	"Fontes básicas (%1)"
"Basic Fonts (Asian)"	"Fontes básicas (Asiáticas)"
"Basic Fonts (CTL)"	"Fontes básicas (CTL)"
"Basic Fonts (Western)"	"Fontes básicas (Ocidentais)"
"Basic Georgian"	"Georgiano básico"
"Basic Greek"	"Grego básico"
"Basic Hebrew"	"Hebraico básico"
"Basic IDE Options"	"Opções do IDE do Basic"
"BASIC Initialization"	"Inicialização do BASIC"
"Basic Latin"	"Latim básico"
"BASIC Macros"	"Macros BASIC"
"BASIC Module"	"Módulo do BASIC"
"BASIC runtime error"	"Erro em tempo de execução do BASIC"
"Basic Shapes"	"Formas simples"
"BASIC syntax error"	"Erro na sintaxe do BASIC"
"Basic Syntax Highlighting"	"Realce de sintaxe do Basic"
"Basis"	"Base"
"Basis indicates the day-count convention to use in the calculation"	"Base indica a convenção de contagem de dias a utilizar no cálculo"
"basis point"	"ponto base"
"basketball"	"basquete"
"Basque"	"Basco"
"Bassa Vah"	"Bassa Vah"
"Batak"	"Batak"
"Batch file"	"Arquivo lote"
"bath"	"banho"
"bathtub"	"banheira"
"battery"	"bateria"
"Bcc"	"Cco"
"Bcc:"	"Cco:"
"Be"	"Be"
"BeagleWorks/WordPerfect Works v1 Document"	"Documento BeagleWorks/WordPerfect Works v1"
"BeagleWorks/WordPerfect Works v1 Drawing"	"Desenho do BeagleWorks/WordPerfect Works v1"
"BeagleWorks/WordPerfect Works v1 Spreadsheet"	"Planilha BeagleWorks/WordPerfect Works v1"
"BeagleWorks/WordPerfect Works v1 Text Document"	"Documento de texto BeagleWorks/WordPerfect Works v1"
"Bean"	"Feijão"
"BeanShell"	"BeanShell"
"bear"	"urso de frente"
"Because the current formula separator settings conflict with the locale, the formula separators have been reset to their default values."	"Como as configurações atuais do separador de fórmula conflita com o local, os separadores de fórmula foram redefinidos para seus valores padrão."
"bee"	"abelha"
"Beembe"	"Beembe"
"beer"	"cerveja"
"beer2"	"cerveja2"
"Before"	"Antes"
"Before & After Section"	"Antes de depois da seção"
"Before current sheet"	"Antes da planilha atual"
"Before inserting AutoText"	"Antes de inserir o autotexto"
"Before record action"	"Antes da ação no registro"
"Before record action"	"Antes de gravar ação"
"Before record change"	"Antes da alteração do registro"
"Before record change"	"Antes de alterar o registro"
"Before reloading"	"Antes de recarregar"
"Before section"	"Antes da seção"
"Before Section"	"Antes da seção"
"Before submitting"	"Antes de enviar"
"Before submitting"	"Antes de submeter"
"Before Text Indent"	"Recuo antes do texto"
"Before text:"	"Antes do texto:"
"Before unloading"	"Antes de descarregar"
"Before updating"	"Antes de atualizar"
"Before you can edit the indexes of a table, you have to save it. Do you want to save the changes now?"	"Para que possa editar os índices de uma tabela, é preciso salvá-la. Deseja salvar as alterações agora?"
"Before you use the Wiki Publisher, ensure that %PRODUCTNAME uses a Java Runtime Environment (JRE). To check the status of the JRE, choose <item type=""menuitem"">Tools - Options - %PRODUCTNAME - Advanced</item>. Ensure that ""Use a Java runtime environment"" is marked and that a Java runtime folder is selected in the big listbox. If no JRE was activated, then activate a JRE 1.4 or later and restart %PRODUCTNAME."	"Antes de instalar o Wiki Publisher, verifique se o %PRODUCTNAME utiliza um Java Runtime Environment (JRE). Para verificar o estado do JRE, escolha <item type=""menuitem"">Ferramentas - Opções - %PRODUCTNAME - Avançado</item>. Certifique-se que a opção ""Utilizar um Java Runtime Environment"" está ativa e que aparece a pasta do Java na caixa logo abaixo. Se o JRE estiver inativo, ative o JRE 1.4 ou posterior e reinicie o %PRODUCTNAME."
"Before:"	"Antes:"
"Begin horizontal"	"Início horizontal"
"Begin horizontal:"	"Iniciar na horizontal:"
"Begin vertical"	"Início vertical"
"Begin vertical:"	"Iniciar na vertical:"
"BeginDate"	"DataInicio"
"beginner"	"iniciante"
"beginning of field"	"no início do campo"
"Begins with"	"Começa com"
"BeginTime"	"HoraInicio"
"Behavior of rows/columns"	"Comportamento das linhas e colunas"
"Behind Object"	"Atrás do objeto"
"Beige"	"Bege"
"Bekwel"	"Bekwel"
"Belarusian"	"Bielorrusso"
"Belarusian spelling dictionary"	"Dicionário ortográfico bielorusso"
"Belgian Franc"	"Franco belga"
"bell"	"campainha"
"Below"	"Abaixo"
"below"	"abaixo"
"Below"	"Embaixo"
"below average"	"abaixo da média"
"Below Average"	"Abaixo da média"
"Below centered"	"Abaixo centralizado"
"Below left"	"Abaixo à esquerda"
"below or equal average"	"igual ou inferior à média"
"Below or equal Average"	"Igual ou inferior à média"
"Below Paragraph Spacing"	"Espaçamento abaixo do parágrafo"
"Below paragraph:"	"Embaixo do parágrafo:"
"Below right"	"Abaixo à direita"
"Below text"	"Abaixo do texto"
"below the line"	"abaixo da linha"
"Bengali"	"Bengali"
"Bengali"	"Bengali (Bangladesh)"
"Bengali (Bangladesh)"	"Bengali (Bangladesh)"
"Bengali (India)"	"Bengali (Índia)"
"Bengali spelling dictionary"	"Dicionário ortográfico em bengali"
"bento"	"bentô"
"Bernoulli"	"Bernoulli"
"BESSELI"	"BESSELI"
"BESSELJ"	"BESSELJ"
"BESSELK"	"BESSELK"
"BESSELY"	"BESSELY"
"Best fit"	"Melhor ajuste"
"Best regards"	"Cordiais saudações"
"beta"	"beta"
"Beta"	"Beta"
"BETA"	"BETA"
"BETA.DIST"	"DIST.BETA"
"BETA.INV"	"INV.BETA"
"BETADIST"	"DISTBETA"
"BETAINV"	"BETA.ACUM.INV"
"BETWEEN"	"BETWEEN"
"between"	"entre"
"between"	"está entre"
"Between Groups"	"Entre grupos"
"between pages"	"entre páginas"
"bevel"	"cortado"
"Beveled"	"Chanfrado"
"Bézier"	"Bézier"
"Bézier curve"	"Curva de Bézier"
"Bézier curves"	"Curvas de Bézier"
"Bézier mode"	"Modo Bézier"
"Bézier Object Bar"	"Barra de objetos de Bézier"
"Bibliography"	"Bibliografia"
"Bibliography 1"	"Bibliografia 1"
"Bibliography Database"	"Banco de dados bibliográficos"
"Bibliography entry"	"Entrada bibliográfica"
"bibliography entry"	"entrada da bibliografia"
